APN,MINORITY_OWNED,FEMALE_OWNED,RECORDID,BUSDESC,B1_PER_SUB_TYPE,DBA,NAICS,TAX_CODE,EMPLOYEE_NUM,BUS_OWN_TYPE,B1_STATE,B1_FULL_ADDRESS,B1_SITUS_STATE
063 297903400,,,BL-009844,ENVIRONMENTAL CONSULTING SERVICES,Professional SemiProfessional,HERSON TERRI,541620 - Environmental Consulting Services,P,0.0,Corporation,CA,1115 MILLER AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-035972,GENERAL CONTRACTOR,Construction or Contractor,FINE STRUCTURE,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0   VARIOUS,CA
062 294904000,,,BL-010576,CONSULTING & COACHING,Professional SemiProfessional,PINTERITS ESTHER JANIE,541618 - Other Management Consulting Services,P,1.0,Sole Ownership,CA,330 VERMONT AVE,CA
055 187700800,Yes,No,BL-027548,RESTAURANT,Retail Trade,GYPSY'S TRATTORIA ITALIANO,722110,R,19.0,Corporation,CA,2519   DURANT AVE,CA
053 169601100,No,Yes,BL-011950,REAL ESTATE BROKER,Professional SemiProfessional,SCHREIBMAN PROPERTIES,531210 - Offices of Real Estate Agents and Brokers,P,3.0,Sole Ownership,CA,2828   CHERRY ST,CA
060 235401200,,,BL-010366,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,RI-1031 GILMAN LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,1031 GILMAN ST,CA
,Yes,No,BL-022511,VEHICLE FOR HIRE/TAXI,Auto Vehicle For Hire,YELLOW CAB EXPRESS (OWNER),485310 - Taxi Service,A,2.0,Corporation,CA,0   VARIOUS,CA
063 314005100,,,BL-007384,CHILDREN'S MEDIA,Retail Trade,LIMELIT STUDIOS LLC,452990 - All Other General Merchandise Stores,R,0.0,LLC,CA,1075 PARK HILLS RD,CA
ZZZZZZZZZZZZZ,No,No,BL-041054,CONTRACTOR,Construction or Contractor,SERVICE EXPERTS HEATING & AIR CONDITIONING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,46.0,LLC,GA,0   VARIOUS,CA
057 202800400,,,BL-011403,"NATUROPATHIC MEDICINE, HEALTHCARE",Professional SemiProfessional,THE WOMEN'S VITALITY CENTER NATUROPATHIC CLINIC INC,621399 - Offices of All Other Miscellaneous Health Practitioners,P,2.0,Corporation,CA,2041 BANCROFT WAY 303,CA
059 226501600,Yes,Yes,BL-013776,RENTAL 4 UNITS,Rental of Real Property,WONG JEAN Y,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,Sole Ownership,CA,2005   VINE ST,CA
,,,BL-005666,FINANCIAL CONSULTANTS,Professional SemiProfessional,ADJUSTERS INTERNATIONAL INC,524291 - Claims Adjusting,P,3.0,Corporation,NY,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010564,GENERAL CONTRACTOR,Construction or Contractor,VISIONARY HOME REMODELING INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0 VARIOUS,CA
053 164300102,Yes,No,BL-052058,BIOTECH RESEARCH SERVICES,Professional SemiProfessional,ACCURUS BIOSCIENCES,541710,P,0.0,Corporation,CA,2929   SEVENTH ST 120,CA
054 176300600,Yes,Yes,BL-029345,TEA STORE,Retail Trade,FAR LEAVES TEA,445299 - All Other Specialty Food Stores,R,7.0,Corporation,CA,2626   SAN PABLO AVE,CA
060 239601500,Yes,No,BL-013888,AUTO PARTS SALES/TOWING SERVICE,Business Personal Repair Svs,WRIGHTS AUTOMOTIVE SERVICE INC,488410 - Motor Vehicle Towing,B,9.0,Corporation,CA,1425   SAN PABLO AVE,CA
ZZZZZZZZZZZZZ,,,BL-008266,CONTRACTOR,Construction or Contractor,HOLLAND BROOKS BUILDERS,236118 - Residential Remodelers,C,10.0,Corporation,CA,0 VARIOUS,CA
055 184600400,No,No,BL-008080,RENTAL RESIDENTIAL 12 UNITS,Rental of Real Property,MC LEAN APARTMENTS,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2646   DWIGHT WAY,CA
057 212000200,,,BL-003278,YOGA CLASSES AND WORKSHOPS,Professional SemiProfessional,GROOVE YOGA,611699 - All Other Miscellaneous Schools and Instruction,P,15.0,LLC,CA,2240 OXFORD ST,CA
059 226802203,,,BL-006525,PROFESSIONAL ARCHITECTURAL CONSULTING,Professional SemiProfessional,THE SHALLECK COLLABORATIVE INC,541310 - Architectural Services,P,12.0,Corporation,CA,1553 M L KING JR WAY,CA
055 187700800,Yes,No,BL-045762,CARRY OUT SUSHI RESTAURANT,Retail Trade,BERKELEY SUSHI HOUSE,722211,R,1.0,Sole Ownership,CA,2521   DURANT AVE C,CA
059 226802400,,Yes,BL-006527,MARKETING CONSULTING & WEB DEVELOPMENT,Professional SemiProfessional,MARKETING & PAGEPOINT WEB SOLUTIONS,541613 - Marketing Consulting Services,P,0.0,Sole Ownership,CA,1537 M L KING JR WAY,CA
ZZZZZZZZZZZZZ,No,No,BL-053712,TOWING SERVICES,Business Personal Repair Svs,KEN BETTS TOWING SERVICE,488410 - Motor Vehicle Towing,B,20.0,Corporation,CA,0   VARIOUS,CA
,No,No,BL-053990,RENTAL PROPERTY,Rental of Real Property,JOSHUA COLLINS,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1347   SIXTY-SIXTH ST,CA
ZZZZZZZZZZZZZ,No,Yes,BL-021116,GENERAL CONTRACTOR,Construction or Contractor,BIG RED CONSTRUCTION,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,4.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-047306,CONTRACTOR,Construction or Contractor,TEAM GHILOTTI INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,78.0,Corporation,CA,0   VARIOUS,CA
,,,BL-010054,LEGAL SERVICES & CONSULTING,Professional SemiProfessional,ARTCONVERGE,541199 - All Other Legal Services,P,0.0,Corporation,CA,0 VARIOUS,CA
055 184502300,No,No,BL-027354,RESIDENTIAL ROOMING HOUSE,Rental of Real Property,KUSMIERSKI BERGER TRUST,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2631   BENVENUE AVE,CA
052 153502600,,,BL-008223,RESIDENTIAL RENTAL 7 UNITS,Rental of Real Property,MINEYEV MARTINE & POLLARD MARTINE,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1628 FAIRVIEW ST,CA
052 156502201,No,Yes,BL-003796,RESIDENTIAL RENTAL 13 UNITS,Rental of Real Property,DAVIS E.L.,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2912   CLAREMONT AVE,CA
059 228401100,,,BL-007805,GRANT WRITING & EDUCATION CONSULTING SERVICES,Professional SemiProfessional,LCHALDAR CONSULTING LLC,"541990 - All Other Professional, Scientific, and Technical Services",P,0.0,LLC,CA,1543 BUENA AVE,CA
056 194700200,No,Yes,BL-000653,GENERAL CONTRACTOR,Construction or Contractor,ALDERSON TOM GENERAL CONTRACT,236118 - Residential Remodelers,C,10.0,Corporation,CA,710   CHANNING WAY,CA
055 187502802,Yes,No,BL-021217,TATTOO PARLOR,Business Personal Repair Svs,ZEBRA INC,812199 - Other Personal Care Services,B,18.0,Corporation,CA,2467   TELEGRAPH AVE,CA
057 202300400,,,BL-002037,ENGINEERNG CONSULTING,Professional SemiProfessional,"PARTNERS IN SUSTAINABILITY INTEGRATION, LLC",541330 - Engineering Services,P,1.0,LLC,CA,2081 CENTER ST,CA
061 258001400,No,No,BL-004998,SOFTWARE DEVELOPMENT,Professional SemiProfessional,URBANSIM INC,541519 - Other Computer Related Services,P,3.0,Corporation,CA,806 SAN LUIS RD,CA
058 219900900,No,No,BL-020249,ROOMING HOUSE,Non Profit Organizations,UNIVERSITY STUDENTS' COOP,721310 - Rooming and Boarding Houses,N,25.0,Corporation,CA,2519   RIDGE RD,CA
057 202300100,,,BL-007908,SOFTDRINK & BEVERAGE,Retail Trade,GOLDENRAIN CORPORATION,722513 - Limited-Service Restaurants,R,7.0,Corporation,CA,2106 SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,,,BL-008782,CONCRETE & FRAMING,Construction or Contractor,SHAMROCK ENGINEERING CONCRETE,238120 - Structural Steel and Precast Concrete Contractors,C,10.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-047261,GENERAL CONTRACTOR,Construction or Contractor,WRIGHT CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Sole Ownership,CA,0   VARIOUS,CA
060 235800502,No,No,BL-048430,AUTO SALES,Retail Trade,BAVARIAN PROFESSIONALS INC,441120 - Used Car Dealers,R,16.0,Corporation,CA,1218   SEVENTH ST,CA
,,,BL-007482,BOTTLE ALCOHOL & DISTRIBUTE TO RETAIL OUTLETS,Manufacturing,M SQUARED SPIRITS,339999 - All Other Miscellaneous Manufacturing,M,1.0,LLC,CA,2703 SEVENTH ST,CA
ZZZZZZZZZZZZZ,No,No,BL-049616,MECHANICAL CONTRACTOR,Construction or Contractor,SELECT MECHANICAL,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2.0,Corporation,CA,0   VARIOUS,CA
058 218102300,No,Yes,BL-010028,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,PERRY CYNTHIA,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Partnership,CA,1803   OXFORD ST,CA
054 176300900,No,Yes,BL-038681,ARTIST,Entertainment Recreation,RATCLIFF MARY CURTIS,"711510 - Independent Artists, Writers, and Performers",E,0.0,Sole Ownership,CA,1025   CARLETON ST,CA
055 188002201,,,BL-009925,GIFT SHOP,Retail Trade,GIFTS OF TARA,452990 - All Other General Merchandise Stores,R,0.0,Sole Ownership,CA,2410 TELEGRAPH AVE,CA
ZZZZZZZZZZZZZ,,,BL-007123,MOBILE AUTO DETAILING,Business Personal Repair Svs,SQUEAKY CLEAN MOBILE AUTO DETAILING,811192 - Car Washes,B,2.0,Partnership,CA,0 VARIOUS,CA
060 243701700,,,BL-001412,GRAPHIC & INDUSTRIAL DESIGN,Professional SemiProfessional,RUFOUS REINHOLD DESIGNS,541430 - Graphic Design Services,P,0.0,Sole Ownership,CA,1737 HOPKINS ST,CA
058 219200102,No,No,BL-018149,FOOTBALL PARKING,Non Profit Organizations,CHURCH DIVINITY SCHOOL PACIFIC,812930 - Parking Lots and Garages,N,2.0,Corporation,CA,2451   RIDGE RD CDSP,CA
053 160900500,Yes,Yes,BL-047596,RESIDENTIAL RENTAL PROPERTY TRIPLEX,Rental of Real Property,"GIULIA PROPERTY, LLC",531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1649   JULIA ST,CA
,,,BL-006015,"OPTICAL, SUNGLASSES & EYEWEAR ACESSORIES BOUTIQUE",Retail Trade,RIMS & GOGGLES,446130 - Optical Goods Stores,R,2.0,Corporation,CA,2070 FOURTH ST,CA
058 215802501,,,BL-009583,RENTAL PROPERTY,Rental of Real Property,ROCKRIDGE PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,LLC,CA,1731 CALIFORNIA ST,CA
057 202300400,,,BL-002797,SOFTWARE DEVELOPMENT SERVICES,Professional SemiProfessional,SCOTT ERICKSON CONSULTING,541519 - Other Computer Related Services,P,1.0,Sole Ownership,CA,2081 CENTER ST,CA
ZZZZZZZZZZZZZ,,,BL-012237,PERFORM REPAIR/NEW PG&E UTILITIES,Construction or Contractor,UTILITY CONSTRUCTION SERVICES INC,238990 - All Other Specialty Trade Contractors,C,45.0,Corporation,CA,0 VARIOUS,CA
,No,No,BL-053689,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,KLMR HOLDINGS LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3.0,LLC,CA,1801   M L KING JR WAY,CA
055 183300400,No,Yes,BL-033270,RENTAL PROPERTY/3 UNITS,Rental of Real Property,PARTOS ANDREW,531110 - Lessors of Residential Buildings and Dwellings,L,3.0,Corporation,CA,2612   DANA ST,CA
ZZZZZZZZZZZZZ,,,BL-011828,FIRE SPRINKLER SUB CONTRACTOR,Construction or Contractor,CONTROL FIRE INC,238990 - All Other Specialty Trade Contractors,C,20.0,Corporation,CA,0 VARIOUS,CA
057 208800801,No,No,BL-041483,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,CROSSROADS VILLAGE (ESPORTS & BACLT),531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3.0,Corporation,CA,1968   SAN PABLO AVE,CA
ZZZZZZZZZZZZZ,Yes,No,BL-052654,PLUMBER,Construction or Contractor,SERVICE 4 PLUMBING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-007013,SECTION 10 SPECIALTY ITEMS,Construction or Contractor,REBARBER ENTERPRISES INC,238990 - All Other Specialty Trade Contractors,C,5.0,Corporation,CA,0 VARIOUS,CA
062 287102000,No,No,BL-038638,COMMERCIAL RENTAL STORE BLDG 2 UNITS,Rental of Real Property,VAFAEENIA IRAJ,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,4.0,Sole Ownership,CA,1647   SOLANO AVE,CA
052 152400501,,,BL-001189,RESIDENTAL RENTAL PROPERTY,Rental of Real Property,NENE RANCH LLC,531110 - Lessors of Residential Buildings and Dwellings,L,9.0,LLC,CA,3380 ADELINE ST,CA
061 261300501,No,Yes,BL-040573,CLINICAL SOCIAL WORKER,Professional SemiProfessional,TAYLOR STACY,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,1760   SOLANO AVE,CA
057 202700600,No,No,BL-003558,NON-PROFIT BUSINESS ASSOC.,Non Profit Organizations,DOWNTOWN BERKELEY ASSOC,813910 - Business Associations,N,3.0,Corporation,CA,2230   SHATTUCK AVE,CA
,,,BL-006406,CERAMIC TILE CONTRACTOR,Construction or Contractor,PRECISION TILE & GRANITE INC,238340 - Tile and Terrazzo Contractors,C,18.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012634,LIVE OAK COMMUNITY CENTER SEISMIC UPGRADE,Construction or Contractor,MAR CON BUILDERS INC,238990 - All Other Specialty Trade Contractors,C,9.0,Corporation,CA,0 VARIOUS,CA
,,,BL-002319,PAVEMENT STRIPING,Construction or Contractor,"CENTRAL STRIPING SERVICES, INC","237310 - Highway, Street, and Bridge Construction",C,35.0,Corporation,CA,0 VARIOUS,CA
,,,BL-002060,GENERAL CONTRACTOR,Construction or Contractor,KMK CONSTRUCTION AND DESIGN INC,236118 - Residential Remodelers,C,0.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-046557,INSURANCE BROKERAGE,Professional SemiProfessional,KEENAN & ASSOCIATES,524210 - Insurance Agencies and Brokerages,P,0.0,Corporation,CA,0   VARIOUS,CA
055 183902100,No,No,BL-052771,TATTOO,Professional SemiProfessional,WAR HORSE TATTOO LLC,812199 - Other Personal Care Services,P,7.0,LLC,CA,2599   TELEGRAPH AVE,CA
ZZZZZZZZZZZZZ,,,BL-007457,HVAC,Construction or Contractor,BAY AREA CLIMATE CONTROL LLC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,4.0,LLC,CA,0 VARIOUS,CA
056 191602700,Yes,No,BL-026942,PRIVATE INVESTIGATOR,Professional SemiProfessional,MEOLA INVESTIGATIONS,561611 - Investigation Services,P,0.0,Sole Ownership,CA,2335   ACTON ST,CA
059 226100700,No,No,BL-019545,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,ELLSWORTH & RUEGG,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Corporation,CA,1491   SHATTUCK AVE,CA
,,,BL-006604,RESIDENTIAL RENTAL - 6 UNITS,Rental of Real Property,WLO LP,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,LLC,CA,1537 HARMON ST,CA
054 177800202,,,BL-010461,DESTINATION MANAGEMENT COMPANY/WHOELSALE TRAVEL,Business Personal Repair Svs,CALIFORNIA TOURS,561520 - Tour Operators,B,3.0,Corporation,CA,2550 NINTH ST 113B,CA
,,,BL-004656,HORIZONTAL DIRECTIONAL DRILLING TO INSTALL COUNDUIT UNDERGROUND,Construction or Contractor,WELCO UNDERGROUND CONSTRUCTION INC,237130 - Power and Communication Line and Related Structures Construction,C,19.0,Corporation,CA,0 VARIOUS,CA
056 194600101,Yes,Yes,BL-048188,TWO WAY COMMUNICATIONS RENTALS / SALES,Business Personal Repair Svs,CHAMPLIN WIRELESS COMMUNICATION,517310,B,4.0,Corporation,CA,2332   FOURTH ST A,CA
ZZZZZZZZZZZZZ,No,No,BL-024150,TRUCKING TRANSPORTATION,Construction or Contractor,SHEEDY DRAYAGE CO,238990 - All Other Specialty Trade Contractors,C,135.0,Corporation,CA,0   VARIOUS,CA
056 196205100,No,Yes,BL-029818,ART & GRAPH DESIGN,Professional SemiProfessional,SHEILA LANGER DESIGN & LINENS,541430 - Graphic Design Services,P,0.0,Sole Ownership,CA,2117   FIFTH ST B,CA
053 169701500,,,BL-010922,"PHOTOGRAPHY, ART, DESIGN STUDIO",Professional SemiProfessional,TORRE MCQUEEN STUDIO,"541921 - Photography Studios, Portrait",P,0.0,Sole Ownership,CA,2821 CHERRY ST,CA
063 298501604,,,BL-011041,ARCHITECTURAL SERVICES,Professional SemiProfessional,TIMBRE ARCHITECTURE INC,541310 - Architectural Services,P,0.0,Corporation,CA,1130 KEELER AVE 1,CA
053 169202500,,,BL-001969,GROUP CLASS INSTRUCTION FOR WELL BEING THROUGH MEDITATION,Non Profit Organizations,BERKELEY MEDITATION,"621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists",N,2.0,Corporation,CA,2821 TELEGRAPH AVE,CA
052 156308800,Yes,Yes,BL-034936,RENTAL PROPERTY 4 UNITS,Rental of Real Property,AGHAMIR S & RAZAZAN T,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,3145   COLLEGE AVE,CA
058 216501500,No,Yes,BL-027959,FRISBIE GOLF EQUIPTMENT SALES,Retail Trade,AIRWARE,451110 - Sporting Goods Stores,R,0.0,Partnership,CA,1638   JOSEPHINE ST,CA
ZZZZZZZZZZZZZ,No,No,BL-042549,GENERAL CONTRACTOR,Construction or Contractor,UNITED SIGN SYSTEMS,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,50.0,Sole Ownership,CA,0   VARIOUS,CA
059 226100403,,,BL-005127,ACCOUNTING & TAX SERVICES,Professional SemiProfessional,WALNUT STREET TAX SERVICES,541219 - Other Accounting Services,P,1.0,Corporation,CA,1444 WALNUT ST A,CA
060 235002800,No,No,BL-048938,WEB DESIGN/INTERNET MARKETING,Professional SemiProfessional,BOLDIUM LLC,541511 - Custom Computer Programming Services,P,8.0,LLC,CA,1331   SEVENTH ST J,CA
,,,BL-009629,EXERCISE & DANCE STUDIO,Entertainment Recreation,BAG DANCE AND DRUM CO.,711190 - Other Performing Arts Companies,E,0.0,Sole Ownership,CA,2525 EIGHTH ST,CA
055 183001700,Yes,Yes,BL-014516,RESIDENTIAL RENTAL/10 UNITS,Rental of Real Property,YEE YEN LAM & GIN MEI,531110 - Lessors of Residential Buildings and Dwellings,L,4.0,Sole Ownership,CA,2208   DWIGHT WAY,CA
,No,No,BL-030561,ARCHITECTURAL ENGINEERING SERVICES,Professional SemiProfessional,LEONARD GABRIELE,541310 - Architectural Services,P,1.0,Sole Ownership,CA,1220   SIXTY-SIXTH ST,CA
053 160702200,Yes,No,BL-033668,RESIDENTIAL RENTAL PROPERTY/4 UNITS,Rental of Real Property,MING HARRY,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1602   ASHBY AVE,CA
054 174503301,No,No,BL-053229,SOUND MAN FOR VIDEO,Entertainment Recreation,DAVID SILBERBERG,512240 - Sound Recording Studios,E,1.0,Sole Ownership,CA,1021   GRAYSON ST,CA
,,,BL-007020,ALUMINUM WINDOW INSTALLATION,Construction or Contractor,J & D GLASS & SASH INC,238150 - Glass and Glazing Contractors,C,6.0,Corporation,CA,1454   FOURTH ST,CA
060 244505301,No,No,BL-009182,PRE-SCHOOL,Non Profit Organizations,MUSTARD SEED PRE-SCHOOL,624410 - Child Day Care Services,N,20.0,Corporation,CA,1640   HOPKINS ST,CA
052 157401404,,,BL-009435,DENTAL PRACTICE,Professional SemiProfessional,DANIELA M TRUTA DDS INC,621210 - Offices of Dentists,P,5.0,Corporation,CA,3010 COLBY ST 217,CA
ZZZZZZZZZZZZZ,Yes,No,BL-032429,PLUMBING/ROOTER,Construction or Contractor,RVO ROOTER & PLUMBING,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,4.0,Sole Ownership,CA,0   VARIOUS,CA
053 160302400,No,No,BL-032799,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,BECKWITH BETTY J & MARK,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2929   ELLIS ST,CA
,Yes,No,BL-033748,COMMERCIAL RENTAL - OFFICE BLDG (6),Rental of Real Property,PAKZAD FARAMARZ/JALEH,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,1172   SAN PABLO AVE,CA
ZZZZZZZZZZZZZ,Yes,No,BL-041810,FIRE PROTECTION CONTRACTOR & PLUMBING,Construction or Contractor,PRIBUSS ENGINEERING INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,80.0,Corporation,CA,0   VARIOUS,CA
055 190203300,No,No,BL-004615,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,FONG JACK,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2405   MCKINLEY AVE,CA
,Yes,Yes,BL-000412,ART GALLERY,Retail Trade,A SHOPPE AT SEA,453920 - Art Dealers,R,0.0,Partnership,CA,1640 UNIVERSITY AVE A,CA
,,,BL-004332,DESIGN AND CONSTRUCTION,Construction or Contractor,PENINSULA DESIGN AND CONSTRUCTION,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
055 183801700,No,No,BL-035729,OFFICES/CLINICS OF HEALTH PRACTITIONERS,Professional SemiProfessional,PROSISE JOHN,621330 - Offices of Mental Health Practitioners (except Physicians),P,1.0,Sole Ownership,CA,2424   DWIGHT WAY,CA
055 186204800,No,No,BL-046100,PUBLIC FUNDRAISING,Non Profit Organizations,FRIENDS OF PIEDMONT WAY,813212 - Voluntary Health Organizations,N,0.0,Corporation,CA,16   MOSSWOOD RD,CA
054 177800202,,,BL-007133,LIFE COACH ONLINE CONSULTANT,Professional SemiProfessional,BUNNIN ERIKA,621330 - Offices of Mental Health Practitioners (except Physicians),P,0.0,Sole Ownership,CA,2550 NINTH ST 210A,CA
054 170901400,,,BL-010465,PROPERTY MANAGEMENT & MAINTENANCE,Professional SemiProfessional,TREEHAVEN INVESTMENT PROPERTIES INC,531311 - Residential Property Managers,P,1.0,Corporation,CA,2746 COLLEGE AVE,CA
ZZZZZZZZZZZZZ,,,BL-026580,GENERAL CONTRACTOR,Construction or Contractor,EMERGENCY ROOTER,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2.0,Sole Ownership,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-009916,ASPHALT & PAVING/RESTORATION,Construction or Contractor,MISSION CONSTRUCTORS INC,238990 - All Other Specialty Trade Contractors,C,50.0,Corporation,CA,0 VARIOUS,CA
052 156801101,,,BL-006766,PREPACKAGED FOOD RETAIL STORE,Retail Trade,URBAN REMEDY,722310 - Food Service Contractors,R,9.0,Corporation,CA,2946 COLLEGE AVE,CA
,,,BL-001454,RESIDENTIAL & COMMERCIAL PAINTER,Construction or Contractor,PLATYPUS PAINTING INC,238320 - Painting and Wall Covering Contractors,C,26.0,Corporation,CA,0 VARIOUS,CA
,,,BL-009081,GEOTECHNICAL SAMPLE DRILLING CONTRACTOR,Construction or Contractor,BENEVENT BUILDING,238990 - All Other Specialty Trade Contractors,C,2.0,Sole Ownership,CA,0 VARIOUS,CA
,,,BL-005015,GENERAL CONTRACTOR,Construction or Contractor,ACE WALL PRODUCTS,236118 - Residential Remodelers,C,2.0,Sole Ownership,CA,0 VARIOUS,CA
059 229202701,No,No,BL-042569,CONSULTING MARKETING,Professional SemiProfessional,CA CONSULTING,541613 - Marketing Consulting Services,P,4.0,Sole Ownership,CA,1626   CHESTNUT ST,CA
055 184003500,Yes,No,BL-004796,TAILOR SHOP,Business Personal Repair Svs,FRANKS TAILORING,811490 - Other Personal and Household Goods Repair and Maintenance,B,3.0,Sole Ownership,CA,2615   TELEGRAPH AVE 201,CA
054 174600205,No,Yes,BL-001259,CATERING & PREPARED FOOD,Retail Trade,POTLIQUOR LLC,722320 - Caterers,R,0.0,LLC,CA,2701 EIGHTH ST 105,CA
059 227700200,No,No,BL-051625,LAND USE PLANNING SERVICE,Professional SemiProfessional,TRAVIS WILL,541320 - Landscape Architectural Services,P,1.0,Sole Ownership,CA,1704   VINE ST,CA
